sale_id,date,store_id,product_id,quantity_sold,unit_price,revenue
SL0025STR03PRD005,2024-01-26,STR03,PRD005,4,3501.31,14005.25
SL0025STR03PRD009,2024-01-26,STR03,PRD009,8,4463.72,35709.79
SL0025STR03PRD034,2024-01-26,STR03,PRD034,11,1149.4,12643.36
SL0025STR03PRD020,2024-01-26,STR03,PRD020,9,3928.03,35352.29
SL0025STR03PRD004,2024-01-26,STR03,PRD004,10,2044.01,20440.06
SL0025STR03PRD014,2024-01-26,STR03,PRD014,7,5139.39,35975.76
SL0025STR03PRD015,2024-01-26,STR03,PRD015,8,4339.24,34713.92
SL0025STR03PRD016,2024-01-26,STR03,PRD016,8,1333.35,10666.76
SL0025STR03PRD038,2024-01-26,STR03,PRD038,13,3413.23,44371.97
SL0025STR03PRD031,2024-01-26,STR03,PRD031,14,3831.91,53646.69
SL0025STR03PRD030,2024-01-26,STR03,PRD030,9,863.59,7772.27
SL0025STR03PRD007,2024-01-26,STR03,PRD007,8,1291.48,10331.83
SL0025STR03PRD042,2024-01-26,STR03,PRD042,9,548.26,4934.34
SL0025STR03PRD021,2024-01-26,STR03,PRD021,9,368.15,3313.39
SL0025STR03PRD046,2024-01-26,STR03,PRD046,9,1517.58,13658.19
SL0025STR03PRD035,2024-01-26,STR03,PRD035,7,4385.24,30696.68
SL0025STR03PRD039,2024-01-26,STR03,PRD039,9,3385.62,30470.56
SL0025STR03PRD044,2024-01-26,STR03,PRD044,12,1928.65,23143.86
SL0025STR03PRD040,2024-01-26,STR03,PRD040,8,1338.67,10709.38
SL0025STR04PRD017,2024-01-26,STR04,PRD017,5,2043.12,10215.6
SL0025STR04PRD035,2024-01-26,STR04,PRD035,11,4348.1,47829.05
SL0025STR04PRD016,2024-01-26,STR04,PRD016,8,1425.11,11400.89
SL0025STR04PRD022,2024-01-26,STR04,PRD022,8,4780.31,38242.49
SL0025STR04PRD018,2024-01-26,STR04,PRD018,9,3807.58,34268.22
SL0025STR04PRD044,2024-01-26,STR04,PRD044,11,1988.04,21868.46
SL0025STR04PRD036,2024-01-26,STR04,PRD036,10,3258.44,32584.44
SL0025STR04PRD033,2024-01-26,STR04,PRD033,10,352.57,3525.72
SL0025STR04PRD020,2024-01-26,STR04,PRD020,12,3689.44,44273.32
SL0025STR04PRD041,2024-01-26,STR04,PRD041,4,939.79,3759.18
SL0025STR04PRD029,2024-01-26,STR04,PRD029,10,4795.83,47958.33
SL0025STR04PRD008,2024-01-26,STR04,PRD008,8,4996.58,39972.68
SL0025STR04PRD012,2024-01-26,STR04,PRD012,10,1084.0,10840.03
SL0025STR04PRD032,2024-01-26,STR04,PRD032,10,2259.59,22595.88
SL0025STR04PRD001,2024-01-26,STR04,PRD001,9,3879.75,34917.73
SL0025STR04PRD021,2024-01-26,STR04,PRD021,12,353.9,4246.82
SL0025STR04PRD043,2024-01-26,STR04,PRD043,13,2097.19,27263.46
SL0025STR04PRD031,2024-01-26,STR04,PRD031,12,3721.79,44661.51
SL0025STR04PRD037,2024-01-26,STR04,PRD037,9,2316.09,20844.84
SL0025STR04PRD006,2024-01-26,STR04,PRD006,11,550.17,6051.89
SL0025STR04PRD034,2024-01-26,STR04,PRD034,11,1102.66,12129.26
SL0025STR04PRD003,2024-01-26,STR04,PRD003,9,1160.57,10445.09
SL0025STR04PRD025,2024-01-26,STR04,PRD025,11,4429.94,48729.39
SL0025STR04PRD014,2024-01-26,STR04,PRD014,12,4861.88,58342.62
SL0025STR05PRD031,2024-01-26,STR05,PRD031,5,3606.51,18032.56
SL0025STR05PRD042,2024-01-26,STR05,PRD042,6,545.57,3273.45
SL0025STR05PRD039,2024-01-26,STR05,PRD039,9,3284.57,29561.11
SL0025STR05PRD027,2024-01-26,STR05,PRD027,15,1690.42,25356.3
SL0025STR05PRD018,2024-01-26,STR05,PRD018,7,3661.0,25627.01
SL0025STR05PRD015,2024-01-26,STR05,PRD015,11,4168.7,45855.7
SL0025STR05PRD017,2024-01-26,STR05,PRD017,6,1972.6,11835.6
SL0025STR05PRD050,2024-01-26,STR05,PRD050,9,3000.47,27004.25
SL0025STR05PRD020,2024-01-26,STR05,PRD020,6,3725.04,22350.21
SL0025STR05PRD024,2024-01-26,STR05,PRD024,5,2309.7,11548.5
SL0025STR05PRD010,2024-01-26,STR05,PRD010,8,3223.37,25786.96
SL0025STR05PRD049,2024-01-26,STR05,PRD049,10,375.4,3753.97
SL0025STR05PRD022,2024-01-26,STR05,PRD022,5,4858.27,24291.35
SL0025STR05PRD023,2024-01-26,STR05,PRD023,11,3991.94,43911.32
SL0025STR05PRD021,2024-01-26,STR05,PRD021,5,350.13,1750.65
SL0025STR05PRD029,2024-01-26,STR05,PRD029,9,4765.39,42888.49
SL0025STR05PRD048,2024-01-26,STR05,PRD048,6,325.76,1954.58
SL0025STR05PRD028,2024-01-26,STR05,PRD028,9,336.05,3024.41
SL0025STR05PRD026,2024-01-26,STR05,PRD026,6,824.4,4946.38
SL0025STR05PRD025,2024-01-26,STR05,PRD025,8,4345.94,34767.5
SL0025STR05PRD014,2024-01-26,STR05,PRD014,14,5181.26,72537.69
SL0025STR05PRD001,2024-01-26,STR05,PRD001,5,3551.75,17758.76
SL0025STR05PRD043,2024-01-26,STR05,PRD043,7,2094.62,14662.33
SL0025STR05PRD013,2024-01-26,STR05,PRD013,6,2744.58,16467.5
SL0025STR05PRD002,2024-01-26,STR05,PRD002,11,499.99,5499.9
SL0025STR05PRD030,2024-01-26,STR05,PRD030,8,866.26,6930.05
SL0025STR05PRD012,2024-01-26,STR05,PRD012,7,1063.16,7442.12
SL0025STR05PRD036,2024-01-26,STR05,PRD036,9,3397.31,30575.77
SL0025STR05PRD005,2024-01-26,STR05,PRD005,13,3461.97,45005.67
SL0025STR05PRD045,2024-01-26,STR05,PRD045,6,3358.71,20152.25
SL0025STR05PRD009,2024-01-26,STR05,PRD009,5,4494.89,22474.44
SL0025STR06PRD035,2024-01-26,STR06,PRD035,8,4423.39,35387.14
SL0025STR06PRD024,2024-01-26,STR06,PRD024,11,2303.05,25333.59
SL0025STR06PRD029,2024-01-26,STR06,PRD029,13,4789.0,62257.04
SL0025STR06PRD019,2024-01-26,STR06,PRD019,8,1930.11,15440.86
SL0025STR06PRD008,2024-01-26,STR06,PRD008,11,4999.35,54992.84
SL0025STR06PRD031,2024-01-26,STR06,PRD031,11,3624.9,39873.85
SL0025STR06PRD009,2024-01-26,STR06,PRD009,7,4559.73,31918.11
SL0025STR06PRD005,2024-01-26,STR06,PRD005,8,3579.9,28639.23
SL0025STR06PRD021,2024-01-26,STR06,PRD021,14,357.68,5007.51
SL0025STR06PRD027,2024-01-26,STR06,PRD027,7,1713.05,11991.34
SL0025STR06PRD010,2024-01-26,STR06,PRD010,7,3457.88,24205.13
SL0025STR06PRD040,2024-01-26,STR06,PRD040,11,1273.91,14013.04
SL0025STR06PRD038,2024-01-26,STR06,PRD038,5,3439.33,17196.67
SL0025STR06PRD020,2024-01-26,STR06,PRD020,11,3671.37,40385.11
SL0025STR06PRD013,2024-01-26,STR06,PRD013,11,2685.46,29540.03
SL0025STR06PRD006,2024-01-26,STR06,PRD006,7,553.76,3876.33
SL0025STR06PRD048,2024-01-26,STR06,PRD048,8,326.01,2608.11
SL0025STR06PRD016,2024-01-26,STR06,PRD016,6,1399.76,8398.53
SL0025STR06PRD042,2024-01-26,STR06,PRD042,5,545.56,2727.8
SL0025STR06PRD047,2024-01-26,STR06,PRD047,6,324.82,1948.94
SL0025STR06PRD018,2024-01-26,STR06,PRD018,14,3830.26,53623.7
SL0025STR06PRD025,2024-01-26,STR06,PRD025,11,4151.2,45663.23
SL0025STR06PRD022,2024-01-26,STR06,PRD022,9,4671.89,42046.98
SL0025STR07PRD028,2024-01-26,STR07,PRD028,9,346.78,3121.06
SL0025STR07PRD026,2024-01-26,STR07,PRD026,8,834.48,6675.85
SL0025STR07PRD032,2024-01-26,STR07,PRD032,9,2127.13,19144.2
SL0025STR07PRD004,2024-01-26,STR07,PRD004,10,2216.47,22164.69
SL0025STR07PRD034,2024-01-26,STR07,PRD034,10,1152.62,11526.24
SL0025STR07PRD047,2024-01-26,STR07,PRD047,8,349.38,2795.07
SL0025STR07PRD033,2024-01-26,STR07,PRD033,14,376.17,5266.43
SL0025STR07PRD024,2024-01-26,STR07,PRD024,9,2357.26,21215.32
SL0025STR07PRD002,2024-01-26,STR07,PRD002,7,477.03,3339.23
SL0025STR07PRD037,2024-01-26,STR07,PRD037,3,2336.4,7009.19
SL0025STR07PRD050,2024-01-26,STR07,PRD050,11,2901.45,31915.92
SL0025STR07PRD003,2024-01-26,STR07,PRD003,10,1247.4,12473.98
SL0025STR07PRD044,2024-01-26,STR07,PRD044,11,1971.94,21691.31
SL0025STR07PRD021,2024-01-26,STR07,PRD021,10,369.94,3699.43
SL0025STR07PRD035,2024-01-26,STR07,PRD035,9,4338.33,39044.99
SL0025STR07PRD048,2024-01-26,STR07,PRD048,11,336.45,3700.97
SL0025STR07PRD019,2024-01-26,STR07,PRD019,12,1994.56,23934.71
SL0025STR07PRD022,2024-01-26,STR07,PRD022,11,4870.3,53573.3
SL0025STR07PRD005,2024-01-26,STR07,PRD005,12,3573.31,42879.68
SL0025STR07PRD043,2024-01-26,STR07,PRD043,9,2127.77,19149.92
SL0025STR07PRD039,2024-01-26,STR07,PRD039,12,3360.28,40323.35
SL0025STR07PRD046,2024-01-26,STR07,PRD046,8,1446.03,11568.22
SL0025STR07PRD030,2024-01-26,STR07,PRD030,7,873.86,6117.04
SL0025STR07PRD018,2024-01-26,STR07,PRD018,8,3553.19,28425.52
SL0025STR07PRD025,2024-01-26,STR07,PRD025,12,4502.14,54025.73
SL0025STR07PRD045,2024-01-26,STR07,PRD045,8,3329.83,26638.6
SL0025STR07PRD027,2024-01-26,STR07,PRD027,8,1609.11,12872.86
SL0025STR07PRD006,2024-01-26,STR07,PRD006,9,551.89,4967.01
SL0025STR08PRD015,2024-01-26,STR08,PRD015,13,4027.67,52359.73
SL0025STR08PRD038,2024-01-26,STR08,PRD038,11,3188.53,35073.84
SL0025STR08PRD044,2024-01-26,STR08,PRD044,9,1896.75,17070.71
SL0025STR08PRD021,2024-01-26,STR08,PRD021,7,348.76,2441.33
SL0025STR08PRD035,2024-01-26,STR08,PRD035,6,4699.76,28198.56
SL0025STR08PRD030,2024-01-26,STR08,PRD030,6,904.54,5427.27
SL0025STR08PRD042,2024-01-26,STR08,PRD042,15,543.11,8146.6
SL0025STR08PRD043,2024-01-26,STR08,PRD043,12,2000.25,24002.98
SL0025STR08PRD013,2024-01-26,STR08,PRD013,6,2603.28,15619.68
SL0025STR08PRD037,2024-01-26,STR08,PRD037,8,2507.06,20056.45
SL0025STR08PRD023,2024-01-26,STR08,PRD023,4,3751.64,15006.54
SL0025STR08PRD041,2024-01-26,STR08,PRD041,12,998.51,11982.07
SL0025STR08PRD010,2024-01-26,STR08,PRD010,5,3413.76,17068.79
SL0025STR08PRD048,2024-01-26,STR08,PRD048,17,315.88,5369.92
SL0025STR08PRD049,2024-01-26,STR08,PRD049,13,401.0,5213.03
SL0025STR08PRD014,2024-01-26,STR08,PRD014,5,5168.03,25840.14
SL0025STR08PRD020,2024-01-26,STR08,PRD020,6,3648.24,21889.42
SL0025STR08PRD012,2024-01-26,STR08,PRD012,10,1135.76,11357.62
SL0025STR08PRD007,2024-01-26,STR08,PRD007,8,1294.87,10358.94
SL0025STR08PRD001,2024-01-26,STR08,PRD001,8,3857.42,30859.33
SL0025STR08PRD018,2024-01-26,STR08,PRD018,7,3870.08,27090.59
SL0025STR08PRD034,2024-01-26,STR08,PRD034,7,1106.86,7747.99
SL0025STR08PRD028,2024-01-26,STR08,PRD028,9,321.55,2893.96
SL0025STR09PRD026,2024-01-26,STR09,PRD026,9,842.43,7581.9
SL0025STR09PRD013,2024-01-26,STR09,PRD013,11,2563.64,28200.04
SL0025STR09PRD014,2024-01-26,STR09,PRD014,13,4888.78,63554.1
SL0025STR09PRD025,2024-01-26,STR09,PRD025,9,4324.2,38917.83
SL0025STR09PRD038,2024-01-26,STR09,PRD038,12,3464.83,41577.96
SL0025STR09PRD008,2024-01-26,STR09,PRD008,12,4672.28,56067.3
SL0025STR09PRD006,2024-01-26,STR09,PRD006,9,548.18,4933.61
SL0025STR09PRD012,2024-01-26,STR09,PRD012,11,1066.4,11730.44
SL0025STR09PRD033,2024-01-26,STR09,PRD033,11,350.98,3860.78
SL0025STR09PRD046,2024-01-26,STR09,PRD046,10,1586.42,15864.25
SL0025STR09PRD034,2024-01-26,STR09,PRD034,8,1157.41,9259.28
SL0025STR09PRD045,2024-01-26,STR09,PRD045,5,3403.46,17017.28
SL0025STR09PRD011,2024-01-26,STR09,PRD011,8,1454.66,11637.3
SL0025STR09PRD048,2024-01-26,STR09,PRD048,8,336.54,2692.3
SL0025STR09PRD039,2024-01-26,STR09,PRD039,9,3488.08,31392.76
SL0025STR09PRD032,2024-01-26,STR09,PRD032,7,2302.01,16114.05
SL0025STR09PRD023,2024-01-26,STR09,PRD023,10,3667.94,36679.41
SL0025STR09PRD021,2024-01-26,STR09,PRD021,9,381.38,3432.42
SL0025STR09PRD027,2024-01-26,STR09,PRD027,7,1692.56,11847.95
SL0025STR09PRD007,2024-01-26,STR09,PRD007,10,1413.39,14133.92
SL0025STR09PRD031,2024-01-26,STR09,PRD031,10,3616.32,36163.21
SL0025STR09PRD003,2024-01-26,STR09,PRD003,6,1243.42,7460.51
SL0025STR09PRD050,2024-01-26,STR09,PRD050,13,2821.58,36680.53
SL0025STR09PRD017,2024-01-26,STR09,PRD017,11,1909.82,21008.06
SL0025STR09PRD043,2024-01-26,STR09,PRD043,6,2065.59,12393.54
SL0025STR09PRD016,2024-01-26,STR09,PRD016,7,1325.84,9280.87
SL0025STR09PRD009,2024-01-26,STR09,PRD009,15,4419.61,66294.12
SL0025STR09PRD035,2024-01-26,STR09,PRD035,9,4322.91,38906.18
SL0025STR09PRD004,2024-01-26,STR09,PRD004,6,2147.08,12882.47
SL0025STR10PRD048,2024-01-26,STR10,PRD048,13,335.7,4364.16
SL0025STR10PRD043,2024-01-26,STR10,PRD043,11,2146.07,23606.79
SL0025STR10PRD019,2024-01-26,STR10,PRD019,5,1979.43,9897.16
SL0025STR10PRD024,2024-01-26,STR10,PRD024,8,2254.85,18038.8
SL0025STR10PRD040,2024-01-26,STR10,PRD040,11,1317.13,14488.46
SL0025STR10PRD027,2024-01-26,STR10,PRD027,10,1626.7,16267.04
SL0025STR10PRD011,2024-01-26,STR10,PRD011,15,1481.41,22221.22
SL0025STR10PRD045,2024-01-26,STR10,PRD045,8,3335.2,26681.56
SL0025STR10PRD012,2024-01-26,STR10,PRD012,9,1127.5,10147.52
SL0025STR10PRD042,2024-01-26,STR10,PRD042,6,556.76,3340.57
SL0025STR10PRD034,2024-01-26,STR10,PRD034,6,1088.38,6530.26
SL0025STR10PRD010,2024-01-26,STR10,PRD010,8,3282.39,26259.09
SL0025STR10PRD041,2024-01-26,STR10,PRD041,10,967.71,9677.1
SL0025STR10PRD047,2024-01-26,STR10,PRD047,6,333.81,2002.86
SL0025STR10PRD008,2024-01-26,STR10,PRD008,7,4700.56,32903.89
SL0025STR10PRD044,2024-01-26,STR10,PRD044,8,1832.5,14660.01
SL0025STR10PRD002,2024-01-26,STR10,PRD002,6,499.43,2996.57
SL0025STR10PRD032,2024-01-26,STR10,PRD032,6,2128.11,12768.65
SL0025STR10PRD014,2024-01-26,STR10,PRD014,6,5189.7,31138.22
SL0025STR10PRD039,2024-01-26,STR10,PRD039,11,3252.02,35772.25
SL0025STR10PRD013,2024-01-26,STR10,PRD013,10,2687.44,26874.41
SL0026STR01PRD035,2024-01-27,STR01,PRD035,12,4630.29,55563.51
SL0026STR01PRD029,2024-01-27,STR01,PRD029,8,4784.54,38276.34
SL0026STR01PRD009,2024-01-27,STR01,PRD009,10,4483.98,44839.76
SL0026STR01PRD039,2024-01-27,STR01,PRD039,15,3298.5,49477.45
SL0026STR01PRD041,2024-01-27,STR01,PRD041,8,934.38,7475.02
SL0026STR01PRD001,2024-01-27,STR01,PRD001,6,3806.26,22837.54
SL0026STR01PRD020,2024-01-27,STR01,PRD020,14,3715.72,52020.05
SL0026STR01PRD031,2024-01-27,STR01,PRD031,14,3868.29,54156.12
SL0026STR01PRD043,2024-01-27,STR01,PRD043,19,2053.95,39024.98
SL0026STR01PRD017,2024-01-27,STR01,PRD017,15,2026.61,30399.2
SL0026STR01PRD048,2024-01-27,STR01,PRD048,8,332.11,2656.88
SL0026STR01PRD021,2024-01-27,STR01,PRD021,14,382.23,5351.26
SL0026STR01PRD050,2024-01-27,STR01,PRD050,11,2847.64,31323.99
SL0026STR01PRD024,2024-01-27,STR01,PRD024,12,2387.66,28651.92
SL0026STR01PRD007,2024-01-27,STR01,PRD007,10,1335.99,13359.91
SL0026STR01PRD042,2024-01-27,STR01,PRD042,16,527.95,8447.27
SL0026STR01PRD032,2024-01-27,STR01,PRD032,17,2139.89,36378.11
SL0026STR01PRD013,2024-01-27,STR01,PRD013,11,2757.68,30334.47
SL0026STR01PRD040,2024-01-27,STR01,PRD040,16,1325.78,21212.41
SL0026STR01PRD008,2024-01-27,STR01,PRD008,10,4987.59,49875.88
SL0026STR01PRD046,2024-01-27,STR01,PRD046,14,1564.23,21899.17
SL0026STR01PRD005,2024-01-27,STR01,PRD005,12,3552.02,42624.29
SL0026STR01PRD026,2024-01-27,STR01,PRD026,6,830.28,4981.67
SL0026STR01PRD049,2024-01-27,STR01,PRD049,7,404.94,2834.58
SL0026STR01PRD038,2024-01-27,STR01,PRD038,11,3151.11,34662.16
SL0026STR01PRD022,2024-01-27,STR01,PRD022,8,4922.23,39377.82
SL0026STR01PRD003,2024-01-27,STR01,PRD003,10,1241.97,12419.71
SL0026STR01PRD004,2024-01-27,STR01,PRD004,7,2070.87,14496.06
SL0026STR02PRD021,2024-01-27,STR02,PRD021,2,362.87,725.74
SL0026STR02PRD001,2024-01-27,STR02,PRD001,6,3570.54,21423.25
SL0026STR02PRD037,2024-01-27,STR02,PRD037,11,2474.85,27223.3
SL0026STR02PRD031,2024-01-27,STR02,PRD031,6,3888.3,23329.81
SL0026STR02PRD047,2024-01-27,STR02,PRD047,10,325.07,3250.74
SL0026STR02PRD023,2024-01-27,STR02,PRD023,3,3963.24,11889.72
SL0026STR02PRD013,2024-01-27,STR02,PRD013,7,2674.19,18719.35
SL0026STR02PRD041,2024-01-27,STR02,PRD041,15,912.79,13691.88
SL0026STR02PRD048,2024-01-27,STR02,PRD048,12,332.99,3995.83
SL0026STR02PRD026,2024-01-27,STR02,PRD026,12,773.85,9286.21
SL0026STR02PRD029,2024-01-27,STR02,PRD029,4,5123.39,20493.55
SL0026STR02PRD014,2024-01-27,STR02,PRD014,16,5111.47,81783.48
SL0026STR02PRD030,2024-01-27,STR02,PRD030,10,834.44,8344.44
SL0026STR02PRD017,2024-01-27,STR02,PRD017,12,2051.1,24613.17
SL0026STR02PRD035,2024-01-27,STR02,PRD035,10,4362.48,43624.75
SL0026STR02PRD040,2024-01-27,STR02,PRD040,17,1261.33,21442.66
SL0026STR02PRD008,2024-01-27,STR02,PRD008,14,4843.83,67813.67
SL0026STR02PRD018,2024-01-27,STR02,PRD018,11,3757.62,41333.84
SL0026STR02PRD022,2024-01-27,STR02,PRD022,12,5070.32,60843.86
SL0026STR02PRD011,2024-01-27,STR02,PRD011,11,1492.46,16417.08
SL0026STR02PRD036,2024-01-27,STR02,PRD036,12,3519.99,42239.91
SL0026STR02PRD006,2024-01-27,STR02,PRD006,14,538.3,7536.13
SL0026STR02PRD009,2024-01-27,STR02,PRD009,8,4574.86,36598.86
SL0026STR02PRD046,2024-01-27,STR02,PRD046,16,1577.26,25236.24
SL0026STR02PRD043,2024-01-27,STR02,PRD043,11,2064.0,22703.98
SL0026STR02PRD016,2024-01-27,STR02,PRD016,7,1326.04,9282.3
SL0026STR02PRD033,2024-01-27,STR02,PRD033,16,373.56,5976.89
SL0026STR03PRD013,2024-01-27,STR03,PRD013,15,2746.17,41192.57
SL0026STR03PRD047,2024-01-27,STR03,PRD047,12,349.52,4194.29
SL0026STR03PRD048,2024-01-27,STR03,PRD048,8,320.5,2564.01
SL0026STR03PRD023,2024-01-27,STR03,PRD023,7,3723.02,26061.16
SL0026STR03PRD034,2024-01-27,STR03,PRD034,16,1160.65,18570.35
SL0026STR03PRD039,2024-01-27,STR03,PRD039,10,3428.79,34287.91
SL0026STR03PRD010,2024-01-27,STR03,PRD010,14,3442.54,48195.49
SL0026STR03PRD037,2024-01-27,STR03,PRD037,11,2324.3,25567.34
SL0026STR03PRD046,2024-01-27,STR03,PRD046,7,1584.1,11088.72
SL0026STR03PRD042,2024-01-27,STR03,PRD042,12,546.2,6554.44
SL0026STR03PRD004,2024-01-27,STR03,PRD004,16,2135.3,34164.82
SL0026STR03PRD035,2024-01-27,STR03,PRD035,10,4738.09,47380.87
SL0026STR03PRD024,2024-01-27,STR03,PRD024,12,2278.48,27341.81
SL0026STR03PRD045,2024-01-27,STR03,PRD045,14,3393.95,47515.36
SL0026STR03PRD015,2024-01-27,STR03,PRD015,17,4031.67,68538.31
SL0026STR04PRD019,2024-01-27,STR04,PRD019,11,2085.07,22935.73
SL0026STR04PRD025,2024-01-27,STR04,PRD025,10,4422.75,44227.49
SL0026STR04PRD034,2024-01-27,STR04,PRD034,12,1127.65,13531.84
SL0026STR04PRD027,2024-01-27,STR04,PRD027,8,1603.84,12830.69
SL0026STR04PRD031,2024-01-27,STR04,PRD031,4,3915.22,15660.89
SL0026STR04PRD030,2024-01-27,STR04,PRD030,7,830.13,5810.9
SL0026STR04PRD021,2024-01-27,STR04,PRD021,10,381.35,3813.48
SL0026STR04PRD009,2024-01-27,STR04,PRD009,10,4333.79,43337.88
SL0026STR04PRD020,2024-01-27,STR04,PRD020,14,3939.97,55159.64
SL0026STR04PRD001,2024-01-27,STR04,PRD001,8,3580.58,28644.61
SL0026STR04PRD005,2024-01-27,STR04,PRD005,12,3589.81,43077.7
SL0026STR04PRD017,2024-01-27,STR04,PRD017,12,2097.62,25171.45
SL0026STR04PRD036,2024-01-27,STR04,PRD036,11,3244.41,35688.51
SL0026STR04PRD042,2024-01-27,STR04,PRD042,6,531.62,3189.74
SL0026STR04PRD014,2024-01-27,STR04,PRD014,11,5033.37,55367.02
SL0026STR04PRD040,2024-01-27,STR04,PRD040,10,1314.23,13142.27
SL0026STR04PRD004,2024-01-27,STR04,PRD004,11,2022.58,22248.37
SL0026STR04PRD047,2024-01-27,STR04,PRD047,14,320.23,4483.18
SL0026STR04PRD043,2024-01-27,STR04,PRD043,10,2022.82,20228.16
SL0026STR04PRD035,2024-01-27,STR04,PRD035,15,4351.74,65276.11
SL0026STR04PRD016,2024-01-27,STR04,PRD016,12,1393.0,16715.99
SL0026STR04PRD033,2024-01-27,STR04,PRD033,10,365.87,3658.7
SL0026STR04PRD006,2024-01-27,STR04,PRD006,6,564.86,3389.15
SL0026STR04PRD049,2024-01-27,STR04,PRD049,10,378.64,3786.36
SL0026STR04PRD026,2024-01-27,STR04,PRD026,10,776.29,7762.93
SL0026STR04PRD008,2024-01-27,STR04,PRD008,11,4985.14,54836.58
SL0026STR04PRD013,2024-01-27,STR04,PRD013,12,2681.7,32180.36
SL0026STR05PRD049,2024-01-27,STR05,PRD049,8,371.07,2968.57
SL0026STR05PRD047,2024-01-27,STR05,PRD047,20,349.54,6990.78
SL0026STR05PRD022,2024-01-27,STR05,PRD022,10,4907.02,49070.19
SL0026STR05PRD018,2024-01-27,STR05,PRD018,8,3774.72,30197.77
SL0026STR05PRD003,2024-01-27,STR05,PRD003,16,1185.15,18962.45
SL0026STR05PRD025,2024-01-27,STR05,PRD025,11,4520.08,49720.85
SL0026STR05PRD017,2024-01-27,STR05,PRD017,14,2041.5,28581.0
SL0026STR05PRD008,2024-01-27,STR05,PRD008,15,5030.79,75461.9
SL0026STR05PRD041,2024-01-27,STR05,PRD041,15,1002.66,15039.92
SL0026STR05PRD030,2024-01-27,STR05,PRD030,10,860.59,8605.86
SL0026STR05PRD028,2024-01-27,STR05,PRD028,15,341.38,5120.68
SL0026STR05PRD038,2024-01-27,STR05,PRD038,11,3432.9,37761.92
SL0026STR05PRD011,2024-01-27,STR05,PRD011,17,1394.63,23708.67
SL0026STR05PRD032,2024-01-27,STR05,PRD032,11,2268.31,24951.39
SL0026STR05PRD019,2024-01-27,STR05,PRD019,11,1981.6,21797.57
SL0026STR05PRD015,2024-01-27,STR05,PRD015,19,4117.27,78228.18
SL0026STR05PRD034,2024-01-27,STR05,PRD034,17,1140.97,19396.52
SL0026STR06PRD043,2024-01-27,STR06,PRD043,11,1982.88,21811.71
SL0026STR06PRD017,2024-01-27,STR06,PRD017,14,2061.41,28859.7
SL0026STR06PRD023,2024-01-27,STR06,PRD023,8,3800.87,30406.93
SL0026STR06PRD006,2024-01-27,STR06,PRD006,11,565.54,6220.9
SL0026STR06PRD001,2024-01-27,STR06,PRD001,11,3870.91,42579.97
SL0026STR06PRD007,2024-01-27,STR06,PRD007,12,1348.75,16185.04
SL0026STR06PRD032,2024-01-27,STR06,PRD032,7,2195.03,15365.18
SL0026STR06PRD016,2024-01-27,STR06,PRD016,8,1408.92,11271.36
SL0026STR06PRD038,2024-01-27,STR06,PRD038,10,3261.39,32613.88
SL0026STR06PRD044,2024-01-27,STR06,PRD044,12,1981.41,23776.95
SL0026STR06PRD015,2024-01-27,STR06,PRD015,11,4370.84,48079.21
SL0026STR06PRD042,2024-01-27,STR06,PRD042,14,538.57,7540.0
SL0026STR06PRD028,2024-01-27,STR06,PRD028,12,337.5,4049.96
SL0026STR06PRD018,2024-01-27,STR06,PRD018,17,3902.23,66337.95
SL0026STR06PRD045,2024-01-27,STR06,PRD045,11,3607.68,39684.45
SL0026STR06PRD041,2024-01-27,STR06,PRD041,11,970.55,10676.02
SL0026STR06PRD025,2024-01-27,STR06,PRD025,12,4480.09,53761.09
SL0026STR06PRD034,2024-01-27,STR06,PRD034,12,1159.36,13912.26
SL0026STR06PRD003,2024-01-27,STR06,PRD003,8,1144.67,9157.34
SL0026STR06PRD020,2024-01-27,STR06,PRD020,7,3816.49,26715.46
SL0026STR06PRD004,2024-01-27,STR06,PRD004,7,2025.42,14177.97
SL0026STR06PRD019,2024-01-27,STR06,PRD019,10,2117.43,21174.25
SL0026STR06PRD027,2024-01-27,STR06,PRD027,10,1588.19,15881.89
SL0026STR06PRD026,2024-01-27,STR06,PRD026,12,840.48,10085.75
SL0026STR06PRD021,2024-01-27,STR06,PRD021,7,375.46,2628.24
SL0026STR06PRD030,2024-01-27,STR06,PRD030,14,887.25,12421.47
SL0026STR06PRD029,2024-01-27,STR06,PRD029,7,5061.93,35433.49
SL0026STR06PRD033,2024-01-27,STR06,PRD033,10,357.89,3578.86
SL0026STR07PRD023,2024-01-27,STR07,PRD023,10,3783.84,37838.42
SL0026STR07PRD016,2024-01-27,STR07,PRD016,11,1348.62,14834.78
SL0026STR07PRD018,2024-01-27,STR07,PRD018,6,3892.5,23355.03
SL0026STR07PRD029,2024-01-27,STR07,PRD029,10,4690.7,46907.0
SL0026STR07PRD004,2024-01-27,STR07,PRD004,17,2106.64,35812.94
SL0026STR07PRD021,2024-01-27,STR07,PRD021,11,368.9,4057.89
SL0026STR07PRD030,2024-01-27,STR07,PRD030,12,879.48,10553.73
SL0026STR07PRD041,2024-01-27,STR07,PRD041,10,982.86,9828.56
SL0026STR07PRD017,2024-01-27,STR07,PRD017,6,1948.56,11691.36
SL0026STR07PRD011,2024-01-27,STR07,PRD011,15,1476.73,22150.97
SL0026STR07PRD014,2024-01-27,STR07,PRD014,11,4940.94,54350.29
